p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,
1.80E-08,0.859345679,0.806,0.6,14,Bsg,,,,,,,,,
4.17E-07,0.85852947,0.25,0.034,14,Uba7,,,,,,,,,
0.000482537,0.858084354,0.167,0.027,14,Cenpt,,,,,,,,,
5.17E-06,0.854383188,0.25,0.03,14,Mndal,,,,,,,,,
0.000864942,0.85067125,0.25,0.058,14,Ptprg,,,,,,,,,
1.09E-05,0.847790113,0.194,0.029,14,Sigirr,,,,,,,,,
4.56E-05,0.84666682,0.583,0.261,14,Col4a1,,,,,,,,,
0.002492172,0.842528421,0.417,0.165,14,Thbd,,,,,,,,,
3.07E-05,0.842468057,0.278,0.083,14,Sept4,,,,,,,,,
5.05E-05,0.841754563,0.25,0.037,14,Ccdc28b,,,,,,,,,
0.00056165,0.841405086,0.167,0.026,14,Gprc5b,,,,,,,,,
6.11E-06,0.835524279,0.194,0.022,14,Prkch,,,,,,,,,
0.000210418,0.833106499,0.389,0.23,14,Gm8797,,,,,,,,,
0.00080551,0.826138302,0.389,0.161,14,Ehd2,,,,,,,,,
9.72E-05,0.821979416,0.444,0.189,14,Slc50a1,,,,,,,,,
1.61E-07,0.820461749,0.333,0.057,14,H2-Q7,,,,,,,,,
0.001170387,0.819962997,0.333,0.103,14,Rdx,,,,,,,,,
3.67E-05,0.81127365,0.472,0.223,14,Gng11,,,,,,,,,
3.15E-07,0.810510899,0.194,0.01,14,Abcb1a,,,,,,,,,
0.000183155,0.808717815,0.194,0.041,14,Afdn,,,,,,,,,
1.31E-05,0.807461564,0.833,0.567,14,Id3,,,,,,,,,
4.77E-05,0.806413119,0.417,0.261,14,Gnai2,,,,,,,,,
0.005024432,0.805816376,0.194,0.077,14,Rab11fip5,,,,,,,,,
1.77E-07,0.805701056,0.167,0.003,14,Exoc3l2,,,,,,,,,
1.39E-05,0.804458467,0.194,0.017,14,Pkn3,,,,,,,,,
1.98E-05,0.803859466,0.167,0.01,14,Hhex,,,,,,,,,
0.001442992,0.803517031,0.194,0.041,14,Prkd2,,,,,,,,,
6.65E-07,0.799348635,0.194,0.01,14,Csf2rb,,,,,,,,,
3.01E-05,0.79191362,0.278,0.072,14,Efna1,,,,,,,,,
0.001330364,0.79118747,0.389,0.211,14,Ptrf,,,,,,,,,
4.61E-05,0.790275532,0.306,0.122,14,H2-T22,,,,,,,,,
0.001471858,0.788886611,0.306,0.095,14,Ndrg1,,,,,,,,,
3.92E-09,0.78501172,0.167,0.002,14,Ccm2l,,,,,,,,,
3.77E-07,0.783883345,0.222,0.016,14,Kitl,,,,,,,,,
0.00125619,0.782208661,0.306,0.172,14,Pla2g16,,,,,,,,,
7.69E-06,0.779600377,0.639,0.506,14,Tagln2,,,,,,,,,
0.000244075,0.779493647,0.222,0.057,14,Hyal2,,,,,,,,,
0.000922439,0.778426162,0.167,0.105,14,Ufd1l,,,,,,,,,
2.34E-07,0.777053249,0.194,0.009,14,Cyp26b1,,,,,,,,,
0.001080147,0.77683259,0.167,0.024,14,Cbfa2t3,,,,,,,,,
2.25E-05,0.776228764,0.25,0.133,14,Cdipt,,,,,,,,,
0.003362948,0.773637441,0.25,0.087,14,Slc29a1,,,,,,,,,
0.001638429,0.773112316,0.167,0.037,14,Rnf215,,,,,,,,,
0.003121813,0.772029046,0.278,0.105,14,Lysmd2,,,,,,,,,
0.002241064,0.77063084,0.222,0.073,14,Triobp,,,,,,,,,
8.19E-06,0.764001186,0.167,0.007,14,Tgtp1,,,,,,,,,
0.00122201,0.763653841,0.278,0.157,14,Kif5b,,,,,,,,,
0.001274277,0.757567472,0.167,0.02,14,Tmem252,,,,,,,,,
0.002016838,0.756877573,0.167,0.024,14,Tek,,,,,,,,,
0.007843344,0.755562317,0.278,0.095,14,Slc43a3,,,,,,,,,
0.005705173,0.755330631,0.167,0.033,14,Sp100,,,,,,,,,
1.83E-05,0.752761016,0.639,0.411,14,Ctnnb1,,,,,,,,,
3.97E-06,0.75162094,0.194,0.011,14,Arhgap31,,,,,,,,,
0.001788579,0.748674507,0.167,0.034,14,Ap1s2,,,,,,,,,
2.11E-06,0.746391283,0.583,0.251,14,Nfkbia,,,,,,,,,
0.00633624,0.745991211,0.167,0.038,14,Gramd1a,,,,,,,,,
0.000140737,0.74506318,0.222,0.081,14,Stap2,,,,,,,,,
0.00195562,0.743149578,0.167,0.023,14,Cx3cl1,,,,,,,,,
0.000539994,0.742031863,0.194,0.139,14,Top1,,,,,,,,,
0.001117778,0.740793592,0.583,0.339,14,Id1,,,,,,,,,
0.002516541,0.735322113,0.278,0.144,14,Polr2c,,,,,,,,,
0.000207011,0.734680768,0.278,0.09,14,Adgrg1,,,,,,,,,
0.000133485,0.732151234,0.167,0.018,14,Gimap9,,,,,,,,,
0.00179669,0.730723446,0.222,0.056,14,Ehbp1l1,,,,,,,,,
0.001201259,0.729982267,0.194,0.069,14,Rgl2,,,,,,,,,
5.24E-05,0.729039256,0.167,0.01,14,AU021092,,,,,,,,,
0.000275555,0.728868031,0.361,0.197,14,Ehd4,,,,,,,,,
0.00034206,0.72670475,0.5,0.217,14,S100a13,,,,,,,,,
2.68E-05,0.723513661,0.361,0.088,14,Klf2,,,,,,,,,
4.37E-05,0.723460011,0.722,0.498,14,Arpc3,,,,,,,,,
0.000264124,0.723439271,0.25,0.186,14,Ivns1abp,,,,,,,,,
0.004087695,0.722282813,0.25,0.145,14,Eif3a,,,,,,,,,
8.83E-05,0.721229705,0.25,0.165,14,Clptm1,,,,,,,,,
0.000577512,0.718594221,0.194,0.132,14,St6galnac2,,,,,,,,,
5.39E-07,0.718336534,0.278,0.04,14,Mcam,,,,,,,,,
0.000192191,0.707511344,0.917,0.794,14,Cst3,,,,,,,,,
0.005774917,0.705115015,0.222,0.112,14,Ifi35,,,,,,,,,
0.002408521,0.700141773,0.167,0.065,14,Fah,,,,,,,,,
0.000441829,0.700094872,0.306,0.164,14,Sh3bp5,,,,,,,,,
0.0003467,0.700046513,0.639,0.444,14,Fkbp1a,,,,,,,,,
3.16E-05,0.698480531,0.167,0.009,14,Gch1,,,,,,,,,
0.000548996,0.698179684,0.194,0.103,14,Ilkap,,,,,,,,,
0.001152697,0.697803068,0.528,0.462,14,Plpp3,,,,,,,,,
0.00184491,0.696828187,0.194,0.129,14,Slc14a1,,,,,,,,,
0.008122082,0.694370922,0.194,0.062,14,Vwa1,,,,,,,,,
0.001960564,0.689573605,0.167,0.023,14,Nrros,,,,,,,,,
0.000702754,0.685148984,0.278,0.226,14,Puf60,,,,,,,,,
0.001282766,0.671253252,0.194,0.061,14,Ctnnbip1,,,,,,,,,
0.000862858,0.668505449,0.389,0.269,14,Arl6ip5,,,,,,,,,
6.35E-06,0.668308763,0.194,0.048,14,Rpa3,,,,,,,,,
9.03E-06,0.663699994,0.167,0.019,14,4931406P16Rik,,,,,,,,,
0.004602429,0.661168725,0.167,0.038,14,Irgm1,,,,,,,,,
0.000590095,0.660475541,0.25,0.114,14,Gata2,,,,,,,,,
0.005456543,0.658624422,0.194,0.111,14,Arfrp1,,,,,,,,,
8.49E-05,0.657001878,0.417,0.163,14,Pls3,,,,,,,,,
0.00031383,0.648535811,0.417,0.255,14,Med28,,,,,,,,,
0.00021666,0.643158366,0.306,0.192,14,Jup,,,,,,,,,
0.007085842,0.640389841,0.167,0.058,14,Cd59a,,,,,,,,,
0.000578744,0.638147593,0.778,0.654,14,Ifitm2,,,,,,,,,
0.008956584,0.63484391,0.278,0.166,14,Ddit4,,,,,,,,,
0.003120072,0.634479959,0.222,0.13,14,Il10rb,,,,,,,,,
0.002272704,0.632584725,0.361,0.13,14,Ifi27,,,,,,,,,
0.007184031,0.627543906,0.167,0.054,14,Gmpr2,,,,,,,,,
0.005145925,0.624972243,0.194,0.12,14,Ube2g2,,,,,,,,,
0.004784948,0.620928453,0.278,0.127,14,Lta4h,,,,,,,,,
0.006406488,0.618958463,0.222,0.124,14,Pafah1b2,,,,,,,,,
0.005539108,0.618808116,0.222,0.151,14,Hmg20b,,,,,,,,,
0.001286837,0.6177242,0.389,0.231,14,Adipor1,,,,,,,,,
0.00918172,0.612745755,0.222,0.079,14,Zmynd11,,,,,,,,,
0.00032411,0.605330166,0.333,0.249,14,Rnaset2b,,,,,,,,,
0.003582129,0.605171871,0.278,0.158,14,Pdlim7,,,,,,,,,
0.000274333,0.60336192,0.278,0.196,14,Ppp1r2,,,,,,,,,
0.000643773,0.602940413,0.167,0.043,14,Snn,,,,,,,,,
0.001712887,0.602252096,0.278,0.165,14,Fbxw2,,,,,,,,,
0.002383717,0.601635502,0.306,0.123,14,Ifnar2,,,,,,,,,
0.000480419,0.600745779,0.167,0.017,14,Ldb2,,,,,,,,,
0.00086977,0.600254875,0.444,0.373,14,Snrpb,,,,,,,,,
0.009350432,0.598552729,0.306,0.148,14,Dnajc7,,,,,,,,,
0.001510468,0.593436323,0.167,0.025,14,Igtp,,,,,,,,,
0.003356775,0.58135752,0.194,0.081,14,Ddx47,,,,,,,,,
0.003513367,0.58021097,0.472,0.311,14,Cd151,,,,,,,,,
0.004074969,0.579415203,0.333,0.254,14,F11r,,,,,,,,,
0.000222114,0.576905006,0.222,0.087,14,2900026A02Rik,,,,,,,,,
0.000428703,0.564930341,0.694,0.36,14,Cxcl12,,,,,,,,,
0.005791124,0.563971959,0.167,0.039,14,Socs2,,,,,,,,,
0.008415906,0.562315875,0.167,0.076,14,Mkln1,,,,,,,,,
1.88E-08,0.562056402,0.167,0.004,14,Cmtm8,,,,,,,,,
0.000329252,0.558923889,0.222,0.157,14,Rab9,,,,,,,,,
0.000362824,0.557810366,0.472,0.28,14,Tmem109,,,,,,,,,
0.007493823,0.556726734,0.333,0.123,14,Clic4,,,,,,,,,
3.23E-05,0.554080692,0.167,0.059,14,Hoxd3os1,,,,,,,,,
0.00429445,0.552344184,0.194,0.082,14,Stx6,,,,,,,,,
3.12E-05,0.550879622,0.167,0.013,14,Apold1,,,,,,,,,
0.006957427,0.547365989,0.528,0.435,14,Rab11a,,,,,,,,,
0.002201964,0.546802957,0.194,0.078,14,Exoc3,,,,,,,,,
0.009659116,0.543643309,0.222,0.073,14,Nck1,,,,,,,,,
0.003974821,0.542312306,0.417,0.363,14,Aplp2,,,,,,,,,
0.000292533,0.537361345,0.778,0.637,14,Myl12a,,,,,,,,,
5.70E-06,0.523595714,0.167,0.009,14,Plscr1,,,,,,,,,
0.00497341,0.522452956,0.417,0.325,14,Sypl,,,,,,,,,
0.008074052,0.521617513,0.25,0.155,14,Nap1l4,,,,,,,,,
0.001048666,0.495495121,0.389,0.267,14,Eno1,,,,,,,,,
0.001005936,0.472872436,0.333,0.161,14,Ptp4a3,,,,,,,,,
2.71E-07,0.472076636,0.917,0.526,14,Sparcl1,,,,,,,,,
0.004220247,0.470151814,0.583,0.497,14,Tmbim6,,,,,,,,,
0.001300574,0.46013182,0.167,0.055,14,Riox2,,,,,,,,,
0.00718805,0.456927017,0.306,0.254,14,Tspan7,,,,,,,,,
0.008820157,0.434308784,0.611,0.353,14,Prkcdbp,,,,,,,,,
0.002251028,0.432540618,0.194,0.102,14,2010111I01Rik,,,,,,,,,
0.00305235,0.421998104,0.806,0.545,14,Anxa5,,,,,,,,,
0.001281616,0.413298734,0.444,0.35,14,Sdf4,,,,,,,,,
0.002213673,0.411930346,0.278,0.225,14,Ccnd2,,,,,,,,,
0.000255899,0.405399076,0.139,0.196,14,Snw1,,,,,,,,,
0.000823906,0.404486618,0.778,0.719,14,Ddx5,,,,,,,,,
0.005827369,0.400553877,0.472,0.397,14,Snx3,,,,,,,,,
4.04E-33,4.062131904,0.533,0.02,15,Ccl5,,NK cell,,,,,,,
5.60E-26,3.390621159,0.467,0.004,15,Gzma,,,,,,,,,
8.24E-39,2.988736709,0.667,0.003,15,Nkg7,,,,,,,,,
1.31E-18,2.965069907,0.3,0,15,Xcl1,,,,,,,,,
7.28E-32,2.654058695,0.567,0.002,15,Trbc2,,,,,,,,,
5.16E-35,2.561320637,0.6,0.001,15,Ms4a4b,,,,,,,,,
6.10E-30,2.526484245,0.867,0.052,15,Cd52,,,,,,,,,
7.95E-36,2.509977584,0.8,0.146,15,AW112010,,,,,,,,,
7.84E-35,2.489660834,0.767,0.023,15,Rac2,,,,,,,,,
2.05E-23,2.385816236,0.7,0.053,15,H2-Q7,,,,,,,,,
5.74E-37,2.372217042,0.6,0.001,15,Ptprcap,,,,,,,,,
4.62E-10,2.168301952,0.167,0.001,15,Klra8,,,,,,,,,
3.19E-25,2.133206591,0.467,0.001,15,Ltb,,,,,,,,,
3.36E-18,2.114244317,0.5,0.021,15,Gimap4,,,,,,,,,
1.14E-21,2.104084062,0.667,0.037,15,Coro1a,,,,,,,,,
4.34E-32,2.025240173,0.567,0.003,15,Lck,,,,,,,,,
4.00E-17,2.007877079,0.467,0.016,15,Selplg,,,,,,,,,
2.61E-19,2.007622772,0.5,0.02,15,Il2rg,,,,,,,,,
0.000276271,1.984481247,0.167,0.024,15,Ly6c2,,,,,,,,,
2.56E-12,1.931812847,0.4,0.028,15,Gimap6,,,,,,,,,
8.62E-19,1.920680725,0.3,0.001,15,Cd3d,,,,,,,,,
3.02E-26,1.89409414,0.433,0.001,15,Ctsw,,,,,,,,,
5.64E-10,1.856506323,0.5,0.07,15,Fcer1g,,,,,,,,,
8.11E-15,1.847851878,0.533,0.045,15,Ptpn18,,,,,,,,,
1.43E-10,1.839294522,0.2,0.001,15,Prf1,,,,,,,,,
6.93E-09,1.828486962,0.3,0.013,15,Rgs1,,,,,,,,,
8.10E-16,1.799933638,0.567,0.035,15,Laptm5,,,,,,,,,
3.80E-10,1.789758699,0.3,0.031,15,Limd2,,,,,,,,,
5.16E-17,1.763972654,0.4,0.018,15,Bin2,,,,,,,,,
3.51E-17,1.743086196,0.333,0.007,15,Hcst,,,,,,,,,
3.78E-18,1.739835645,0.3,0,15,Klre1,,,,,,,,,
2.19E-07,1.727090726,0.267,0.013,15,Ccl4,,,,,,,,,
4.94E-19,1.717767054,0.367,0.001,15,Trbc1,,,,,,,,,
7.97E-13,1.716499069,0.233,0,15,Klrb1c,,,,,,,,,
2.42E-21,1.715701344,0.367,0,15,Gimap3,,,,,,,,,
2.99E-20,1.70827561,0.333,0,15,Lat,,,,,,,,,
1.55E-13,1.70744601,0.533,0.119,15,Thy1,,,,,,,,,
9.33E-24,1.673725267,0.967,0.523,15,H2-K1,,,,,,,,,
3.57E-12,1.657914379,0.4,0.027,15,H2-Q6,,,,,,,,,
5.97E-11,1.651828927,0.367,0.034,15,Arhgap45,,,,,,,,,
2.76E-13,1.621853459,0.367,0.013,15,Ptprc,,,,,,,,,
3.38E-11,1.610133899,0.433,0.062,15,Lcp1,,,,,,,,,
7.20E-15,1.598167173,0.267,0,15,Gzmb,,,,,,,,,
3.40E-10,1.564287152,0.2,0.001,15,Sell,,,,,,,,,
1.70E-20,1.553299551,0.767,0.45,15,Shisa5,,,,,,,,,
6.99E-15,1.542035201,0.267,0.002,15,Il2rb,,,,,,,,,
1.76E-10,1.499048234,0.333,0.014,15,Ms4a6b,,,,,,,,,
8.39E-10,1.494835241,0.367,0.023,15,Cd53,,,,,,,,,
1.83E-15,1.492739321,0.267,0,15,Skap1,,,,,,,,,
2.72E-12,1.477355542,0.233,0.001,15,Sh2d2a,,,,,,,,,
3.86E-06,1.475691686,0.4,0.067,15,Srgn,,,,,,,,,
1.02E-14,1.472819411,0.267,0.001,15,Cd3g,,,,,,,,,
2.01E-13,1.45802661,0.4,0.034,15,Sept1,,,,,,,,,
3.43E-11,1.44890659,0.2,0,15,Cd7,,,,,,,,,
2.14E-10,1.443667401,0.333,0.015,15,Emb,,,,,,,,,
4.19E-12,1.423988019,0.233,0.001,15,Tnfrsf18,,,,,,,,,
8.54E-11,1.423757409,0.3,0.009,15,Cd37,,,,,,,,,
4.29E-09,1.392259963,0.167,0.001,15,Tcrg-C1,,,,,,,,,
5.58E-12,1.380492875,0.2,0,15,Klra13-ps,,,,,,,,,
2.06E-08,1.356860301,0.3,0.014,15,Ighm,,,,,,,,,
7.85E-05,1.355400625,0.333,0.064,15,Tyrobp,,,,,,,,,
6.82E-13,1.349055441,0.433,0.143,15,Psmb8,,,,,,,,,
6.49E-15,1.344696197,0.9,0.746,15,Tmsb10,,,,,,,,,
7.62E-14,1.34444516,0.267,0.001,15,Cd2,,,,,,,,,
7.86E-09,1.340273223,0.4,0.102,15,Arhgdib,,,,,,,,,
2.45E-11,1.327994418,0.2,0.001,15,Tbc1d10c,,,,,,,,,
8.90E-08,1.319869372,0.233,0.024,15,B4galnt1,,,,,,,,,
3.65E-08,1.30359078,0.267,0.013,15,Cd48,,,,,,,,,
3.19E-06,1.302798647,0.267,0.021,15,Ccr2,,,,,,,,,
4.66E-08,1.295006941,0.167,0.002,15,Ly9,,,,,,,,,
5.67E-12,1.280988169,0.533,0.279,15,Psme1,,,,,,,,,
7.94E-07,1.279153632,0.3,0.032,15,Sp100,,,,,,,,,
5.58E-12,1.265917147,0.2,0,15,Gm19585,,,,,,,,,
7.61E-07,1.249078432,0.267,0.038,15,Snord118,,,,,,,,,
5.65E-11,1.249012938,0.2,0.027,15,Prkcq,,,,,,,,,
2.12E-08,1.248311024,0.233,0.007,15,Klrd1,,,,,,,,,
4.08E-08,1.246907764,0.167,0.001,15,Trac,,,,,,,,,
1.04E-17,1.241358443,1,0.846,15,B2m,,,,,,,,,
4.45E-14,1.234690978,0.9,0.566,15,H2-D1,,,,,,,,,
4.73E-08,1.216390805,0.267,0.026,15,Slfn2,,,,,,,,,
2.70E-07,1.201075882,0.2,0.007,15,AU020206,,,,,,,,,
1.11E-08,1.184946285,0.5,0.254,15,Cyba,,,,,,,,,
1.03E-06,1.170385813,0.267,0.023,15,Gmfg,,,,,,,,,
1.00E-09,1.167374577,0.2,0.001,15,Spn,,,,,,,,,
1.14E-05,1.163459848,0.2,0.012,15,Epsti1,,,,,,,,,
2.62E-07,1.161181443,0.433,0.267,15,Cotl1,,,,,,,,,
1.40E-07,1.160601096,0.233,0.017,15,Arhgap9,,,,,,,,,
4.84E-07,1.160019847,0.3,0.143,15,Leprotl1,,,,,,,,,
9.33E-06,1.143626468,0.267,0.146,15,Snrpb2,,,,,,,,,
3.61E-09,1.129627857,0.633,0.273,15,Ucp2,,,,,,,,,
1.50E-15,1.111038271,0.733,0.627,15,Pfn1,,,,,,,,,
5.45E-11,1.105193714,0.833,0.553,15,Sh3bgrl3,,,,,,,,,
1.17E-08,1.104914111,0.167,0,15,Klrc1,,,,,,,,,
5.59E-08,1.104231977,0.2,0.006,15,Pglyrp1,,,,,,,,,
4.12E-12,1.088969942,0.2,0.002,15,Itgal,,,,,,,,,
1.10E-06,1.088668322,0.333,0.225,15,Ccnd2,,,,,,,,,
0.000299771,1.082691253,0.167,0.014,15,Itgb7,,,,,,,,,
2.96E-07,1.081750744,0.333,0.238,15,H2afz,,,,,,,,,
4.20E-07,1.072788909,0.333,0.043,15,Ctla2a,,,,,,,,,
5.71E-10,1.066676625,0.167,0,15,Cst7,,,,,,,,,
1.02E-06,1.061351074,0.2,0.011,15,Rinl,,,,,,,,,
0.000590061,1.054145879,0.2,0.037,15,Gpsm3,,,,,,,,,
3.57E-05,1.045330808,0.267,0.055,15,Pim1,,,,,,,,,
5.53E-06,1.037007337,0.233,0.029,15,Itgb2,,,,,,,,,
5.06E-07,1.033882935,0.3,0.102,15,Slc9a3r1,,,,,,,,,
6.78E-06,1.032310037,0.333,0.174,15,Vasp,,,,,,,,,
1.26E-05,1.027395789,0.3,0.066,15,Tap1,,,,,,,,,
3.33E-05,1.025584692,0.233,0.09,15,Snord13,,,,,,,,,
7.63E-06,1.025509611,0.333,0.185,15,Ivns1abp,,,,,,,,,
3.31E-07,1.022330674,0.433,0.2,15,Cd82,,,,,,,,,
5.03E-05,1.016377418,0.2,0.018,15,Ifi203,,,,,,,,,
1.12E-13,1.01310245,0.933,0.738,15,Cfl1,,,,,,,,,
0.000166025,1.012616053,0.2,0.035,15,H2-Q4,,,,,,,,,
3.35E-08,1.007671267,0.533,0.265,15,Eno1,,,,,,,,,
8.91E-05,1.006050644,0.2,0.034,15,Cish,,,,,,,,,
0.000356234,1.005373606,0.233,0.042,15,Arrb2,,,,,,,,,
2.24E-05,1.000903543,0.167,0.01,15,Grap,,,,,,,,,
5.16E-07,0.998105822,0.167,0.003,15,Gimap8,,,,,,,,,
3.12E-09,0.994868563,0.167,0,15,Icos,,,,,,,,,
4.61E-05,0.99399492,0.167,0.013,15,Sept6,,,,,,,,,
0.000230647,0.991323835,0.2,0.059,15,Fam49b,,,,,,,,,
5.42E-11,0.991145813,0.9,0.727,15,Actb,,,,,,,,,
0.000337568,0.97541972,0.167,0.012,15,Gimap5,,,,,,,,,
4.81E-05,0.965533062,0.167,0.02,15,Rnu3a,,,,,,,,,
6.00E-09,0.960840315,0.167,0.001,15,Tbx21,,,,,,,,,
3.55E-05,0.958294644,0.2,0.031,15,Fam189b,,,,,,,,,
0.000116899,0.946067454,0.2,0.04,15,Adgre5,,,,,,,,,
0.000136459,0.944885101,0.167,0.029,15,Trim12c,,,,,,,,,
5.38E-07,0.942549019,0.8,0.538,15,Ly6e,,,,,,,,,
0.000549709,0.939080266,0.2,0.021,15,Cyth4,,,,,,,,,
8.64E-05,0.931333828,0.167,0.042,15,Tap2,,,,,,,,,
7.95E-08,0.92837461,0.167,0.002,15,Acap1,,,,,,,,,
0.002083109,0.926378819,0.167,0.057,15,Hmgb2,,,,,,,,,
0.000224036,0.924185789,0.167,0.057,15,Cnp,,,,,,,,,
0.001059267,0.918904088,0.233,0.095,15,Rnf114,,,,,,,,,
5.71E-10,0.916845446,0.167,0,15,Cd8a,,,,,,,,,
2.62E-05,0.90559732,0.367,0.218,15,Lsm4,,,,,,,,,
4.03E-05,0.902163069,0.233,0.045,15,Psmb9,,,,,,,,,
2.63E-09,0.888048409,0.167,0.005,15,Il18r1,,,,,,,,,
1.81E-08,0.881247908,0.167,0.001,15,Cd5,,,,,,,,,
0.000959721,0.879813945,0.2,0.107,15,Lsm5,,,,,,,,,
0.004142279,0.875717161,0.3,0.145,15,Ifngr1,,,,,,,,,
4.32E-05,0.862651986,0.167,0.006,15,Lcp2,,,,,,,,,
0.000108216,0.862207674,0.333,0.162,15,Sec11c,,,,,,,,,
7.06E-06,0.858967804,0.567,0.359,15,Prkar1a,,,,,,,,,
6.14E-05,0.854452113,0.4,0.228,15,Abracl,,,,,,,,,
1.54E-06,0.846523824,0.2,0.015,15,Sema4d,,,,,,,,,
0.001157533,0.841551233,0.167,0.044,15,Cdca4,,,,,,,,,
2.20E-05,0.841347916,0.167,0.006,15,AI662270,,,,,,,,,
0.000617661,0.837644223,0.3,0.207,15,Imp3,,,,,,,,,
0.00742554,0.831574214,0.267,0.157,15,Lsm7,,,,,,,,,
0.000831832,0.828754932,0.267,0.156,15,Rab8a,,,,,,,,,
0.000447755,0.828533374,0.2,0.074,15,Ddx39,,,,,,,,,
3.15E-06,0.827193975,0.667,0.506,15,Tagln2,,,,,,,,,
0.000699322,0.824579005,0.2,0.087,15,Sf3a3,,,,,,,,,
0.003077972,0.818744669,0.167,0.052,15,Ankrd10,,,,,,,,,
0.000348677,0.805219864,0.167,0.017,15,Gng2,,,,,,,,,
0.000103183,0.802018427,0.467,0.322,15,Nme1,,,,,,,,,
0.006866717,0.801918294,0.367,0.21,15,Cnn2,,,,,,,,,
1.49E-05,0.786864568,0.167,0.005,15,Sla,,,,,,,,,
0.000923329,0.782960143,0.167,0.057,15,Nfyb,,,,,,,,,
0.000485032,0.781652921,0.233,0.171,15,Lypla2,,,,,,,,,
0.000252029,0.781508398,0.233,0.112,15,Mkrn1,,,,,,,,,
0.002784647,0.780495869,0.167,0.073,15,Exosc3,,,,,,,,,
0.000364501,0.778160241,0.167,0.067,15,Tecpr1,,,,,,,,,
0.00441059,0.777530498,0.333,0.109,15,Msn,,,,,,,,,
0.000223862,0.774154867,0.2,0.101,15,Rbm3,,,,,,,,,
0.001074112,0.773039222,0.167,0.073,15,Mrto4,,,,,,,,,
0.005139046,0.766810533,0.167,0.046,15,Rnf146,,,,,,,,,
0.007763979,0.75770904,0.333,0.236,15,Srsf11,,,,,,,,,
0.003641593,0.757564591,0.2,0.071,15,Apobec3,,,,,,,,,
0.006241483,0.756553753,0.3,0.236,15,Hnrnpdl,,,,,,,,,
0.000127887,0.753578041,0.333,0.256,15,Rps15a-ps7,,,,,,,,,
4.42E-05,0.751086022,0.333,0.267,15,Psme2,,,,,,,,,
0.000924098,0.750199606,0.333,0.249,15,Sin3b,,,,,,,,,
0.000308972,0.749162676,0.4,0.281,15,Rbm39,,,,,,,,,
0.004187848,0.746664706,0.2,0.031,15,Mndal,,,,,,,,,
0.001273418,0.741601434,0.233,0.131,15,Npm3,,,,,,,,,
0.000381942,0.73932893,0.333,0.231,15,BC031181,,,,,,,,,
0.001211706,0.734843973,0.233,0.139,15,Dnajc15,,,,,,,,,
0.000568704,0.729466149,0.333,0.24,15,Srsf2,,,,,,,,,
0.001622459,0.726536712,0.367,0.165,15,Gm8186,,,,,,,,,
0.0004081,0.717955751,0.233,0.155,15,Mdp1,,,,,,,,,
0.005075098,0.716356641,0.3,0.131,15,Ifi27,,,,,,,,,
0.000185935,0.714923798,0.3,0.123,15,Pcna,,,,,,,,,
1.00E-12,0.712428242,1,0.941,15,Rps15a,,,,,,,,,
1.55E-05,0.7032329,0.567,0.474,15,Hspe1,,,,,,,,,
0.000552533,0.696033906,0.167,0.012,15,Dok2,,,,,,,,,
0.000272575,0.678107876,0.567,0.432,15,Sub1,,,,,,,,,
0.000345998,0.677018084,0.2,0.118,15,Pnpla2,,,,,,,,,
0.000320444,0.674917464,0.367,0.169,15,Snrpa1,,,,,,,,,
4.82E-05,0.673766872,0.267,0.318,15,Cct5,,,,,,,,,
0.000162363,0.669457885,0.233,0.17,15,Taf1d,,,,,,,,,
0.003973369,0.668427077,0.233,0.115,15,Rpl18-ps2,,,,,,,,,
1.22E-07,0.666358101,0.967,0.851,15,Rpl22,,,,,,,,,
0.000137771,0.665332976,0.6,0.494,15,Uba52,,,,,,,,,
8.00E-06,0.660290228,0.367,0.306,15,Snrpf,,,,,,,,,
0.009309898,0.655873253,0.167,0.029,15,Ets1,,,,,,,,,
0.002275614,0.653488488,0.167,0.071,15,Tank,,,,,,,,,
0.006243111,0.650306131,0.2,0.063,15,Cdc5l,,,,,,,,,
0.00019264,0.647988374,0.2,0.06,15,Tcea1,,,,,,,,,
0.006689166,0.640946335,0.233,0.134,15,Stoml2,,,,,,,,,
3.85E-07,0.638497995,0.4,0.493,15,Ldha,,,,,,,,,
0.001464946,0.63805948,0.233,0.136,15,Zfp622,,,,,,,,,
0.00041909,0.632986804,0.2,0.114,15,Ngdn,,,,,,,,,
0.008398037,0.626189442,0.333,0.243,15,Gm13436,,,,,,,,,
6.40E-06,0.624884939,0.567,0.502,15,Capzb,,,,,,,,,
0.003135147,0.616350275,0.2,0.121,15,Ak2,,,,,,,,,
0.000448415,0.614440726,0.867,0.65,15,Pabpc1,,,,,,,,,
0.000498524,0.605846632,0.733,0.661,15,Lgals1,,,,,,,,,
0.000140815,0.603891726,0.367,0.298,15,Naa38,,,,,,,,,
0.001012512,0.591615894,0.167,0.026,15,Tesc,,,,,,,,,
9.62E-05,0.58209413,0.733,0.645,15,Cox7c,,,,,,,,,
0.004852588,0.575798928,0.467,0.342,15,1810022K09Rik,,,,,,,,,
0.00043407,0.575394792,0.367,0.292,15,Tonsl,,,,,,,,,
0.001199077,0.569201088,0.3,0.198,15,Strap,,,,,,,,,
4.84E-06,0.563695638,1,0.946,15,Rpl37a,,,,,,,,,
